,VIN,Num_Days
1834,WAUDGAFLXDA178855,94
1835,WP0CA2987XU623911,665
1836,JM1FE173X70211475,90
1837,JT3DJ81W6S0104354,90
1838,WP0CB29949S755156,90
1839,ZFFSP44A8S0102973,299
1840,JN1CZ24H8MX503760,658
1841,047130,746
1842,1G1YY2188K5119201,605
1843,WDDGF54X28F055890,663
1844,WBAGG83411DN89753,279
1845,WAUMGAFL3AA042546,187
1846,WBS53AY06MFL17798,202
1847,5YJSA1H20FFP75457,278
1848,JT2MA67L5C0044915,129
1849,WP0AA29905S716049,90
1850,WUAW2AFC1GN904175,320
1851,1FMEE5DP0MLA90987,241
1852,WUAEEAFX2L7900138,357
1853,5YMGZ0C54BLK13960,524
1854,KMHGC4DH5DU241513,237
1855,1FADP3L91JL291610,542
1856,5TFCZ5AN9LX225068,720
1857,1G2PM37R5FP218982,311
1858,WBA5B3C5XFD544609,425
1859,3VWML7AJ2BM678576,348
1860,WDBFA67E4SF119275,159
1861,WDDHH8JBXEA875345,433
1862,1C4RJFN93MC842463,90
1863,1J8GA39198L566394,119
1864,7SAXCBE63NF337482,105
1865,WBABF7332XEH43018,90
1866,JT4RN01PXM7047473,91
1867,6G2VX12UX5L409093,284
1868,WAUXL68EX5A034213,586
1869,JHMAP21456S003887,602
1870,1FAFP54N0XA230866,608
1871,SAJWA6BU0G8K28684,363
1872,WP0AB29826U782161,105
1873,ZFFBV55AX50140946,480
1874,WP0EB091XES160765,719
1875,4JGAB74EX1A226129,445
1876,1G6AB5RX8E0110011,677
1877,JF1GE7G67AG516020,90
1878,5TETU62N98Z566098,118
1879,YV1672MK8D2310088,754
1880,WP1AC2A22DLA92707,243
1881,WBSCD0320WEE12800,374
1882,1J8HR78W09C524117,532
1883,2FAHP71V59X141930,348
1884,JF1VA2E68L9806234,90
1885,1FTYR10D19PA35300,439
1886,3VWFE31CX4M415882,531
1887,WDBFA76F0VF153041,90
1888,WP0CD2A92ES173489,90
1889,2B6HB23Y1JK167434,475
1890,WP1AF2A2XELA47779,159
1891,JF1ZCAC14F9600393,475
1892,WDDLJ7EB9DA066193,581
1893,JT6HJ88J4T0150426,133
1894,JF1GD76607L510435,140
1895,JT8UF11E0L0046804,691
1896,1FABP41E6JF280999,263
1897,1N6ED26YX4C467155,90
1898,WP0AB2A92ES120188,265
1899,JTEBU11F770019155,139
1900,110491,551
1901,WBSEK93559CY80029,95
1902,1G3NK52F53C238346,224
1903,YS3FH76U976104623,90
1904,WMWML33519TX50663,580
1905,WDDKK5KFXCF179060,187
1906,1G6KS54Y94U106898,418
1907,1G1YB2D79G5113399,90
1908,WDBFA76F4XF182612,207
1909,WBAVB33506KR78100,269
1910,JT6HJ88JXV0179206,461
1911,WP0AB29819U780891,354
1912,2D8GV77346H346938,405
1913,1FTHX25F2TEA37906,257
1914,1FA6P8CF3G5283033,90
1915,YV4SZ592071277040,90
1916,ZHWUC1ZD3CLA00978,173
1917,GA700059603,454
1918,1FAFP47V61F222769,172
1919,5UMDU93527LM08408,335
1920,1B7KE26C9NS525724,280
1921,3B4GM07Y6MM019148,577
1922,WAUPN94EX9N012390,255
1923,WBADX1C53BE570538,490
1924,ZFFXA20A5G0060433,319
1925,WBSDE9343YBZ96750,90
1926,SCEDT26T2BD004753,90
1927,WDBEB93D8HF019373,389
1928,2C3CDZH9XJH101136,417
1929,1G1YY2384M5117204,90
1930,WP0CA29982S652475,593
1931,JM1NA3513L0106100,486
1932,SALLDVBC7AA221125,622
1933,WDBCA24DXLA546157,724
1934,1GDJ6H1P1PJ507082,273
1935,FA8009237,272
1936,ZFFDU57A940136569,347
1937,4USCK5336XLE95353,245
1938,WDBGA43E5SA265969,320
1939,JTHFN48Y630048246,90
1940,1FMSU43F3YEE02027,473
1941,2HGFG4A52FH702821,469
1942,1GNEK13T85R198364,185
1943,1G1YL2D78G5103699,738
1944,JNKCV64E28M130436,466
1945,WAUDGAFL8BA083417,137
1946,WBSBR93474PK07010,90
1947,WAUFFGFF4F1082358,437
1948,7FCTGAAL7NN003554,90
1949,KK4-114070,290
1950,JTJHT00W613504404,363
1951, 1G1FH1R73H0181690,276
1952,JT2JA82J7R0009323,637
1953,5GRGN23U87H108175,614
1954,WBS3R9C56GK338296,619
1955,WDDHH7EB0CA501831,682
1956,SALSK2D45CA732322,452
1957,1G1YG2DW8C5108309,363
1958,JN1BZ34E98M752230,90
1959,WP0AB2A9XES121816,678
1960,WBAWB73547P022750,109
1961,WP0CA296XNS840103,90
1962,WVWCA0532FK019045,140
1963,WDDJK6FA5FF030978,90
1964,JF1ZCAC14E9601171,312
1965,1GCPTEE12L1132499,286
1966,WDBEA66E6SC282329,564
1967,WBY2Z2C58EVX64429,90
1968,WAUDN94F98N055466,367
1969,WBAPT73519CX02388,588
1970,WBADN63412GN86056,690
1971,JF1VA1D61F9828186,90
1972,WUAPV54B93N905274,521
1973,SALLHAMF8KA641112,284
1974,LH123-1007057,152
1975,NA1-1200258,636
1976, WBSDE93491BZ99626,90
1977,WP0AF2A73DL076164,90
1978,JN1CV6EK0CM423186,573
1979,1G1YR2D60G5608934,655
1980,JT6HT00W6X0046478,272
1981,5TFAZ5CN1JX070212,398
1982,JF1VA2L63F9801952,124
1983,WDBJF65JX2B393485,382
1984,WUABWGFF0H1900448,395
1985,WDBUH83J05X178243,594
1986,JM1NB353XX0109449,416
1987,WP0AA29923S620243,514
1988,WBSBR93493PK02812,342
1989,WDBTK65G55T045164,328
1990,1G2FW2380LL209235,263
1991,WDDUG7JB2FA105315,166
1992,WBXPA93485WA32039,307
1993,4S4BT62C456100659,588
1994,JM1NB3538X0129456,445
1995,JF1VA1A69F9816792,375
1996,7FCTGAAL1NN002447,90
1997,WMWRE33586TL21273,334
1998,CZ32500617,538
1999,WDDYK8AA3JA015127,90
2000,1HGCG2242YA019001,208
2001,5YJYGDED3MF103082,292
2002,YS3GR4BJ8B4005288,350
2003,JN1AZ4EH4EM635922,228
2004,WBACG8337WKC85094,293
2005,YV1RH527562515820,101
2006,TRURD28N261010271,90
2007,WUAPV54B83N905735,528
2008,JM1NB353830313001,242
2009,ZARFAEAV2H7559668,503
2010,1J4FA49S22P767744,206
2011,2HGFG4A52CH702278,328
2012,WBANW53598CT34043,119
2013,WDDHF9AB1AA208296,446
2014,JW3-2132773,490
2015,WBS8M9C59H5G84401,698
2016,WBSWL93518PL89787,458
2017,WP0AA2998XS624349,683
2018,SCFBF04B58GD08761,696
2019,WBADN53411GC97724,250
2020,SCCPC11165HL33006,732
2021,JN1CZ24HXNX520254,360
2022,WBSEK93538CY79363,292
2023,1FMNU42S8YEA08454,480
2024,WVWVA7AU3KW187926,110
2025,JM1BK34M271628938,258
2026,WBANW53538CT34023,291
2027,WBSBL93444PN55798,738
2028,WBSFV9C53GG343595,521
2029,WBSNB93527CX07307,581
2030,WBA3A9C54DF686033,759
2031,JB3XD64B4NY035488,405
2032,JTHBN36F055022290,90
2033,2GCEC19K0N1196220,279
2034,1G4GJ1179HP436146,313
2035,4E3CS54U5ME027181,280
2036,2HGEH2361RH528148,615
2037,1FTJW35FXSEA00529,339
2038,1FAFP42X21F210238,250
2039,WDBSK79F48F140952,306
2040,JHMAP21407S002809,679
2041,JT3HN87R8X0245909,529
2042,ZA9CA05A4JLA12334,153
2043,YV1SJ52YX42364808,138
2044,JTJHT00W943540379,265
2045,2C3CDZAT3FH783130,112
2046,WBSCD9321WEE07710,382
2047,WP0AA29991S623475,130
2048,JTJBT20X550072454,315
2049,WP0CA2997YS654095,313
2050,WP0AD29987S784089,357
2051,1G1YY36W785129367,90
2052,1FAHP60AX5Y101958,90
2053,WP1AE2A29GLA62540,90
2054,WBA3T3C56FP738198,427
2055,WBAAR3346YJM00187,252
2056,2G4GT5GX3F9179005,90
2057,5YJXCBE46JF108753,145
2058, WBAPM73519A366007,179
2059,WVWKC71K08W247794,214
2060,WBSBR93466PK11178,90
2061,5YJ3E1EB9JF184677,175
2062,SCBZR03D5LCX33212,469
2063,JM1NB354340408589,668
2064,JT2RA44L6B0045049,150
2065,WP1AB29P46LA66969,447
2066, 1FMEE5DP4MLA96498,171
2067,WP0CF2A76JL195783,389
2068,5YJSA1E29GF129906,271
2069,JTEHT05J362088854,90
2070,WBSCK9342YLC90841,466
2071,WBAAE030XK8147106,257
2072,WP0AB2A88HS285917,656
2073,WBAEE1406H2560304,90
2074,5YJ3E1EA8HF000119,207
2075,1HGCV2E35LA005448,370
2076,WAURD68D31A085141,482
2077,JT3HT05J4X0045999,118
2078,JN1CZ24A0LX001892,291
2079,WBAWL73557PX45651,332
2080, JT3HT05J2W0010568,458
2081,WBAUC73578VF23278,125
2082,1G6KD54Y6XU762104,339
2083,WUASNAFG4EN001623,306
2084,SAXXNNAMBAD011182,110
2085,YS3FH51UX71141768,563
2086,WBSCK9334WLC86097,255
2087,JTEHT05J252076404,616
2088,1G6DV5EP6E0114858,397
2089,TMB10M00LH3395305,112
2090,WP0CA29902S652843,535
2091,2FTHF26F5SCA28767,90
2092,3VW6T7AU1KM004549,469
2093,YV1672MH4A2488208,675
2094,TRUB1AFK3D1002609,749
2095,JM1NDAC7XK0310720,706
2096,111TJ8007018882,90
2097,4USCH7328TLE00772,271
2098,1J8GA69197L210995,570
2099,JM1NDAC76K0304400,339
2100,WDBFA67F2VF149646,90
2101,WDBSK75F06F111158,389
2102,1C4HJXFG1JW310279,488
2103,WDDNG7KB3DA501365,756
2104,JTMHY7AJ1D4018694,90
2105,WBAPT73508CX01974,154
2106,WBAHE1325SGE54696,222
2107,WDBCA39D1LA503728,633
2108, WBAAB5408J4286290,433
2109,3C63RRNL1GG170519,224
2110,JF1GG29683H800909,304
2111,JM1NB353020233609,648
2112,WDDPK4HAXEF087249,397
2113,1N4GB32A1MC733040,630
2114,WBS2U7C02M7J53535,265
2115,WAUGVBFR8CA022440,586
2116,1FTDF15Y3MLA14421,276
2117,WBSWL93588PL89155,403
2118,1G2MG35XX7Y134812,278
2119,JN1AR5EF9AM230766,146
2120,5YJ3E1EB9KF237475,140
2121,WDBTJ72H87F210499,612
2122,JTJHT00W033526160,537
2123,WBAPT73509CX02396,355
2124,WVGDP9BP4ED012272,90
2125,1FTEF15N0RNB22677,185
2126,WBACE51060EN57909,251
2127,JTHBD182610015272,354
2128,1FA6P8CF1H5253790,102
2129,1FMSU41FX1ED04511,697
2130,19UUA76538A015559,518
2131,SALEWEEE9P2109151,90
2132,WBAUC73509VK80041,613
2133,JNKBY01EX6M203120,140
2134,1GTEK19R6TE543772,110
2135,4S3BP686256321509,284
2136,JT3DJ81W9S0102551,333
2137,WF0DP3TH1H4123713,90
2138,3VWH17AU4HM507290,143
2139,WDBEA32E8SC191213,455
2140,WP0AB299X1S686629,728
2141,YV1RH527862520803,335
2142,6G3F25RW0FL123400,343
2143,CM2A0003114,237
2144,WUAW2AFC1GN900322,90
2145,7KGTC2C33LR000030,90
2146,1FABP45E5KF307329,291
2147,WDDHF9CB8EA893237,655
2148,JF1GV7E60CG026489,488
2149,JM1NB354940407589,369
2150,TRUWF28N241014203,147
2151,TRUUF38J191024660,382
2152,SE88MN-200162,545
2153,1HGEM1158YL114978,546
2154,1FMNU42S3YEB35645,438
2155,JS4JC51C3G4105679,104
2156,WDBSK76F25F101261,496
2157,1FMDU15Y6FLA12053,411
2158,YS3DP75GX17015215,350
2159,5YJYGDEEXLF042059,521
2160,SAJDA42B02PA26343,90
2161,SALLDVAB8FA439151,685
2162,WBSNB93578CX09345,123
2163,JT6HJ88J6V0177744,161
2164,KMHGH4JH1EU079533,643
2165,1ZVHT82H995134773,131
2166,4TAVN52N1WZ039077,656
2167,WDBNG76J23A363746,90
2168,JTMHY05J495003996,690
2169,1GNEK18K1RJ327792,269
2170,JZS1510029925,185
2171,WAUNNAF49HA154653,186
2172,1GCCS14WX28121117,440
2173,KZN1309032852,90
2174, 1G1YB3D48M5101722,291
2175,2HGED7466LH019929,704
2176,1G1YN2DT4A5800401,104
2177,AADD2DT1BRB810233,201
2178,JN1BZ36A88M852040,173
2179,SCFRMFAW2JGL03826,90
2180,JTMHY7AJ1B5012210,154
2181,SALHE1242SA658998,689
2182,2GTEK69U311231036,90
2183,WP0CB2986YU664612,357
2184,WDDZH6GBXHA057084,404
2185,JF1SG69694G708667,150
2186,JTHBN30F420066116,444
2187,5YJXCDE27JF136085,725
2188,WBSCK9334WLC86097,273
2189,WP0AA29987S710647,314
2190,WBADN5342YGC93966,172
2191,5J6YH18326L008909,122
2192,WBAGG83401DN87394,272
2193,WDDZF8KB9JA438150,90
2194,YS3FB76Y686010155,430
2195,JTHBP262195005845,90
2196,TRUXD38J391010486,90
2197,WP0AA2A82GK170683,588
2198,WBSBG9326WEY78252,663
2199,WP1AA2A24GKA14848,101
2200,JT3HN86R3Y0269568,332
2201,WBSDE93412CF90163,122
2202,WBSKG9C53DJ592972,276
2203,WDBFA68F2XF186049,234
2204,1FAFP46V1WF180035,335
2205,WU1ARBF15LD025918,364
2206,WBANA73544B048224,453
2207,2G2FV22G0Y2165773,90
2208,WP0CB2963MS461973,348
2209,WBS43AZ07NCH78203,137
2210,1FDJS34G8SHB44208,90
2211, ZAMEC38A360022915,424
2212,WAUXD68D61A114042,495
2213,5YJXCBE47GF001056,356
2214,WD0PF445885346605,181
2215,WDBNG76J24A425504,252
2216,JN1HZ14S2EX032508,767
2217,1GNEK13T34R173497,196
2218,WAU3VAFR0BA024979,294
2219,JF1SG69695G709917,90
2220,WDDHF9CBXEA963627,90
2221,2HGED7364KH521337,416
2222,WBSCK9331WLC86347,319
2223,ZAM39JKA0B0056260,348
2224,WDBNG74J33A359496,300
2225,5UMBT93548LY53969,327
2226,WDBJF74J0YB071714,626
2227,2FAFP74V18X175249,90
2228,WBSEH93486B798027,90
2229,WBA3R1C54GK529530,693
2230,WP0AB0947HN475275,699
2231,ZFFEW58A160150417,235
2232,WBAEH73435B216231,616
2233,JM1NB353810204664,196
2234,WBA1J7C52EVX33787,90
2235,5YJ3E1EA8LF645863,168
2236,WDBTK75G34T019554 ,480
2237,WBAEN33403PC12528,626
2238,1G1AP87L5BL151795,307
2239,WP0AC29928S792113,174
2240,WBSBR93412EX23176,318
2241,WP0BA29952S635242,90
2242,WBAFR7C52CDU78592,90
2243,WF0DP3TH5H4122547,222
2244,1FMEU15N5RLB29332,360
2245,SALMF1E48BA354551,90
2246,JHMBB6241XC004040,150
2247,WBSCK9339WLC86077,725
2248,WMWRE33596TL23372,664
2249,JHMAP114X3T005358,458
2250,5YJ3E1EB7KF465068,629
2251,WDDRK7HA8CA009315,90
2252,4E3CT64U1NE121420,201
2253,1G1YT2D67J5300135,280
2254,AE1015254198,224
2255,WDBSK74F34F078378,108
2256,WP0JB0928GS862884,90
2257,JT6HT00W7X0067470,199
2258,6G2VX12UX6L830426,648
2259,WP0CB29822U662542,208
2260,H56A-5000619,325
2261,1J4FA69S44P728006,453
2262,JF1GV8J60DL019613,109
2263,W1KZF8KBXMA960533,286
2264,WDBPJ78J32A021891,697
2265,5YJ3E1EA5HF002460,202
2266,WP0AB29917S732728,452
2267,WBAPL33549A515277,90
2268,WP0AB2A86EK191191,151
2269,5YMGZ0C55CLL29704,245
2270,JTEBU11FX9K060760,374
2271,WBAUU3C50BA951131,416
2272,WP0CB29915S675405,90
2273,WBSBL93483JR23921,704
2274,WBSBL93492JR13784,398
2275,WP0CB2988YU664305,493
2276,WBSDE93423CF93915,546
2277,WDBUF76J63A365904,231
2278,WAUR4AFD6DN030539,398
2279,3FCLF53G8TJA00185,543
2280,SAJWA6GLXEMK07555,90
2281,JH4DC53083C020483,370
2282,WUABWGFFXJ1904111,182
2283,5YJSA1E5XMF454411,195
2284,JTJBT20X530016589,182
2285,1G1FG1R7XG0185835,255
2286,WBSBG9337XEY82871,522
2287,WMWMF73569TT97805,479
2288,1G1YY22P7R5115947,188
2289,YV1SJ527852472837,90
2290,WP0CA29831U621936,90
2291,WBAUC73508VF25518,90
2292,189948,355
2293,WP0CA2993XS650303,255
2294,SALLDVAB8EA325136,200
2295,SAJDA42B333A33070,712
2296,WBS8M9C5XJ5J80054,90
2297,WBAVB73557VF49898,235
2298,JM1NC2LF3C0226532,424
2299,1FALP45T2RF136455,579
2300,JM1NB3531X0118878,90
2301,WBSBR93442EX23091,196
2302,WDBUF26J65A587171,682
2303,WP0AA2A83BU761490,294
2304,WVWKG61J34D129346 ,110
2305,WDBFA68F2XF174922,762
2306,WBSFV9C5XED593043,104
2307,1GDS7DC48D1135734,90
2308,2G1FK3DJ8D9209550,185
2309,1GKEK13RXXR912029,157
2310,JF4GG72676G050827,468
2311,WDBPJ75J61A016980,648
2312,JTMHY7AJXD4012022,108
2313,WBABW53484PL44396,654
2314,JN1HZ16SXEX014416,542
2315,JTHFN45Y389017978,136
2316,2C3CDZBT7HH658004,326
2317, JA11165871,385
2318,WVWHD9AJ8AW278842 ,262
2319,WBA3A9C55EF478518,209
2320,2G1FP32G122158827,354
2321,WP0AA2A93DS106690,696
2322,JF1VA2U62F9813475,131
2323,JHMEG2179RS003102,192
2324,1FTEX1RG6KFD46853,362
2325,WBSBR934X4PK06756,475
2326,JT3HT05J4X0029107,356
2327,3VW5A7AJ4CM368487,410
2328,WAUFEAFM9CA127479,108
2329,WBAUC73568VF23837,265
2330,JM1NB3530Y0144518,342
2331,JA3XE74C4MY006824,636
2332, 55SWF8HB5FU082300,412
2333,JHMEG2177VS000581,90
2334,JTMCY7AJ7L4087558,166
2335, 1G1YY218XJ5100048,601
2336,SAJWA73B34TG21500,754
2337,JA3XE74C9NY056541,108
2338,1FACP42E8LF112402,235
2339,5YJ3E1EB7JF070628,507
2340,4USBT33413LR62868,361
2341,PNW10-127663,157
2342,WBSDX9C53BE584997,706
2343,3C3CFFFH9DT749386,451
2344,5TEWN72N21Z834723,357
2345,WBANN73577CN04400,438
2346,WVWN87CD6NW120587,96
2347,1C4AJWAG2FL628021,139
2348,JH4DB8595YS000351,110
2349,ZFFZR49A4W0110088,424
2350,JA3AW75K2SY828480,90
2351,JTJBT20XX60111007,90
2352,1ZVBP8AM2E5224494,490
2353,JD2FF3102L6305893,327
2354,SALWR2RE7JA182410,522
2355,WDDKK5KF8EF269875,362
2356,JT3GS10V320002455,318
2357,JTEBU4BF7AK076662,90
2358,WP1AF2A53HLB62125,90
2359,1FTHX2519GKB81237,90
2360,WBACE51060EN65119,290
2361,3C3CFFFH4DT652158,90
2362,1G8MG35X67Y141262,126
2363,2HGFC1E59JH705423,322
2364,WMWSY5C56CT312622,215
2365,1FAFP68G6WK233295,581
2366,WBSBG9320TEY72717,616
2367,WDBBA48D7KA102556,661
2368,WBA4U1C58H5A15881,334
2369,JH4KA3266LC007853,760
2370,WDBSK75F13F013221,412
2371,WUABWGFF7KA901555,579
2372,TRUWT28N031011064,90
2373,JN1AR54F99M250545,426
2374,WBAEV53483KM04995,90
2375,1G1YY2256T5112267,307
2376,JTEBU14R050075361,90
2377,1GCHK29U71Z288191,370
2378, JM1NA3514L0135038,90
2379,SALTL16483A811962,606
2380,1G1Y42D95K5801291,95
2381,1D7HU18N06J232782,321
2382,WDDNG79X17A068196,360
2383,1FMEU15H3LLA42241,640
2384,WBAEV53442KM00277,600
2385,WVWAF03D768001836,641
2386,7FCTGAAA4NN007270,90
2387,SAJWA0FB7CLS51554,479
2388,JF1GD29652G505943,286
2389,WAUGN74F57N051088,777
2390,3VW4T7AUXGM068510,138
2391,JM1NB353X20227557,754
2392,JHMBB1177SC001456,241
2393,WP0AB091XES120796,731
2394,WDBUH70J54A387669,566
2395,WP1AB2A29CLA42632,537
2396,JT8CH32Y5V1000649,202
2397,JF1GR89619L806764,768
2398,WP0AA29971S623023,738
2399,1B3BP94AXKN644835,728
2400,SALSH2E48CA725359,90
2401,K100P000377,293
2402,WV2ZA0253CH064666,599
2403,2FABP7EV1BX166006,161
2404,1G1YY22P1T5100710,376
2405,3GKEK18SXSG502030,103
2406,WBSJF0C51KB446667,747
2407,WBAKF9C5XBE672119,595
2408,JTEBU4BF0CK132573,402
2409,WP0CB2985YU660132,479
2410,2G2FV32G522144544,133
2411,TRUWC28N311006955,173
2412,WBADN5332XGC92533,409
2413,WP1AC2A20DLA92074,90
2414,1FAFP47V9WF225804,103
2415,SAJWA43C489B23235,648
2416,1G6AM4781E9142424,90
2417,JTEBU4BF0BK110698,718
2418,WDBSK74F73F035967,215
2419,WDB46033317046333,90
2420,5UXFB93572LN78435,101
2421,WDBVG78J24A000524,90
2422,W04G05GV6B1099959,544
2423,1G1Y73DEXD5701667,705
2424,5YMKT6C52H0U38970,90
2425,WP1AC2A28CLA82889,90
2426,5YJXCBE42HF053972,90
2427,1J4FA29165P333469,475
2428,3VW5T7AU5KM008194,515
2429,PD4W-0005382,502
2430,WAUC4CF53KA080443,329
2431,1ZVBP8JZ2D5256050,90
2432,WP0CB29838U731649,406
2433,JTEHT05J442056766,131
2434,SALLDVAF7MA956206,362
2435,KMHT36AH2KU003050,665
2436,1FAFP48Y43F446179,644
2437,WUADU78E38N900035,90
2438,WDBUH76J06A850943,489
2439,JN1CZ24D2SX570185,368
2440,WDDHF7EB7DA721555,118
2441,WBSWL93588P331109,270
2442,JTHBP5C23C5010798,158
2443,JT6HT00W6X0075060,634
2444,WDBUF77X88B260642,361
2445,JNKNG01C5NM202566,556
2446,JT2SW22N8M0016280,707
2447,WBSBG9329WEY78407,90
2448,WAUHFAFL3DN010911,363
2449,WMWRH33547TJ44505,577
2450,WMWMM33598TP71059,182
2451,1G4GK477XGP429873,264
2452,WAUKF78E58A065171,224
2453,1G1YY2D78J5102626,90
2454,JT6HJ88J3V0173943,707
2455,5YJ3E1EB3JF074305,473
2456,WBABD53486PE10263,515
2457,SALLDVAF8JA917621,315
2458,WDBCA32C5FA138444,150
2459,WBS3S7C54KAC09452,651
2460,1FATP8JZ6G5200145,285
2461,SALTY1249XA211397,251
2462,PK10109458,490
2463,SJAAC2ZV1HC014538,600
2464,WDB46323017102407,601
2465,WAUAGAFD9DN009768,299
2466,WBALM7C58AE382247,497
2467,1ZVFT85H965142466,557
2468,ZAM45VMA6J0295489,392
2469,SAJWJ6DLXGMK22841,539
2470,JM1NA3539V0738894,684
2471,3D7HA16HX4G185135,343
2472,WBSCK9331WLC85828,326
2473,WVWAF63D248010640,588
2474,SALJY1245VA550274,430
2475,4S3BL676966200779,745
2476,WVWZZZ1GZMB087394,479
2477,WDDLJ7EB1CA051380,255
2478,WDBPJ76J63A036261,679
2479,NA8C-100384,102
2480,WVWKC71K98W038926,124
2481,1FMEE5DP8MLB04845,126
2482,KMHHU6KJ9GU131541,474
2483,1FMEU15G0CLA30717,90
2484,1GTG6CEN8J1321766,524
2485,1MELM5049PG664802,171
2486,JN1AR5EF6AM230370,90
2487,WP0AA0944DN465199,707
2488,ZC2FP1106KB200263,619
2489,WDDNG79X98A224339,90
2490,WDCYC3HF7CX192835,448
2491,5UXFA93555LE82975,459
2492,WBSBK9333WEC42530,629
2493,WBY2Z2C53HV676330,496
2494,4JGDA7FB9GA676656,362
2495,3G0FNTEY3BS800277,132
2496,U42T-0417613,536
2497,YV1MS382552085152,396
2498,JTEBU11FX70006724,530
2499,WAUSH94F37N099296,207
2500,3177,445
2501,JM1NA351XM1221451,364
2502,WDDHF8HB8AA157623,157
2503,JT3HJ85J9V0186374,112
2504,1J4FA39S16P731625,263
2505,WBSDE9349YBZ96669,357
2506,WBSLZ9C54CC985431,376
2507,WP0AA2A96DS106974,319
2508,1FA6P8JZ2L5552386,165
2509,WMWRE93576YB72136,95
2510,WAUGFAFC4EN071598,571
2511,WBS3C9C59FP805746,293
2512,WDBGA51E2NA024271,532
2513,WP1AE2A25FLA52540,693
2514,1G6DN57P190154591,90
2515,JTEHT05J952069692,90
2516,WDDNG71X29A264890,511
2517,SALLDHMF7TA972425,186
2518,JH4DC53025S007379,90
2519,WDB1070461A000776,472
2520,WDBGA76E7SA209903,305
2521,KZN1300006526,111
2522,1C6JJTBG1LL186834,90
2523,4S4BT63C066103431,186
2524,WDBFA76F11F199942,748
2525,WP1AF2A29ELA47305,90
2526,WP0AA2Y14MSA15785,90
2527,K11-304180,297
2528,3VW5T7AU9KM017075,530
2529,WP0CA298XYU623192,657
2530,WBA3A5C54CF452756,734
2531,JA3AM84J5VY004241,672
2532,SALJY1244TA700632,242
2533,W1WV0FEY4L3759104,161
2534,1JTML63P8JT137576,517
2535,WBAFR7C54DC828599,90
2536,2MEHM75V43X612114,90
2537,1G1BL83E1MW219356,489
2538,1G1YS2D61K5600855,171
2539,WDBBA48D0GA047570,543
2540,1FA6P8CF8H5210032,90
2541,1FMDU34X6RUC25037,243
2542,WDBCA37D5FA169985,90
2543,WDBEA34E2NB700834,685
2544,19UUA9E56AA000024,350
2545,WP0CE2A79JL189950,474
2546,WAUMR44E65N015999,714
2547,JTDDY32T550076517,474
2548,SAJDA43B575B06707,90
2549,WBSEK93517CY78033,728
2550,WDBFA68F41F198940,670
2551,1FMSU43P35ED45249,90
2552,CP22S-373182,171
2553,WAUUL78E67A186937,558
2554,WVWZZZ1KZ6W164041,144
2555,JT6HJ88JXV0152006,529
2556,JT8JZ31C0S0029598,360
2557,1GNDT13W6T2129844,404
2558,WBSBL93421JR10336,536
2559,WP0CB2A88HS241179,143
2560,WAUKJAFM0DA018307,194
2561,WBABN53492JU26897,266
2562,WBSFV9C57DC773830,769
2563,WBAPM7C50AE194887,271
2564,H21V-0026378,290
2565,JF1GD70674L516625,447
2566,WP0AA29903S623478,259
2567,YV1RH52Y042354962,272
2568,WBA5U7C0XLFH63367,90
2569,WBXPC93408WE78782,348
2570,JHMEH6163PS002035,742
2571,WP0AB29981S686483,271
2572,1B3BA64A5JG315169,188
2573,WP0AA29949S706372,311
2574,YV1MK672282078389,406
2575,JHMBB6149YC008842,229
2576,1GNSKCKJ4LR182559,90
2577,1HGEJ8243WL102676,469
2578,1G1YY36W285120060,146
2579,3TMLU4EN3FM191125,136
2580,6G3F15RW0EL952517,164
2581,1FADP3L90FL239599,425
2582,1G6EL6784FE642862,648
2583,WUABWGFF9KA902755,189
2584,SALLBAAG2AA225194,238
2585,YS3GN4AR3B4002561,90
2586,6G3F15RWXEL940150,125
2587,SALTR19484A841247,318
2588,WP0CA2968SS840290,90
2589,5UXFB93593LN80821,332
2590,WDBGA32E2TA320813,364
2591,WDDLJ7EB8CA024015,129
2592,WBANW53558CT34282,112
2593,WVWKG61J14D129085,627
2594,JM1GG12L661102350,734
2595,SADCM2BV7HA893431,104
2596,WP0AB2A79JL135337,321
2597,WBABD53415PL16477,451
2598,JT6HT00WXX0025648,165
2599,WBAHL83577DT89381,735
2600,WBACE51000EN64211,90
2601,1G6D25R66N0860155,115
2602,1HGEM1156YL072522,685
2603,WUABWCF56KA903247,319
2604,3FAHP39572R223062,566
2605,YV1672MK8D2308745,111
2606,1FMNU41SX1EC44577,175
2607,WBANE535X7CY04131,537
2608,WUA1CBF25MN900842,362
2609,1FA6P8SJXM5500756,298
2610,1G4BR82P1SR424160,467
2611,JT3HT05J9W0021440,143
2612,TRUUC28N8Y1061144,679
2613,WUAPV54B43N905134,90
2614,WBSFV9C51FD594227,637
2615,WDDJK7EA3DF014430,493
2616,WP0AB2A88GK185329,346
2617,WAUBGAFL7BA065837,369
2618,1FTHX26F9SKB87980,250
2619,WDDHF2EB3BA330161,395
2620,WVWDB4507LK020282,346
2621,SALTY16443A792442,651
2622,JM1NB3533X0114962,223
2623,ST2050010379,90
2624,WUADU78E48N900352,726
2625,YV1RH52Y642353279,200
2626,JF1GD79686G506135,318
2627,JM1NB3530X0102686,367
2628,WZ1DB4C06LW021100,460
2629,SAXXNWAXBBD074813,245
2630,CP22S108535,90
2631,SALLDHAC8BA274556,188
2632,WBACE51020EN70057,90
